tweet_id,airline_sentiment,text,airline
567731712004595714,neutral,@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?,Southwest
567731598871642112,negative,@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,Southwest
567731246462033920,negative,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,Southwest
567730704055037953,negative,@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,Southwest
567729904788054017,negative,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",Southwest
567728679426326528,negative,"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",Southwest
567728229340172288,negative,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,Southwest
567727499367682048,neutral,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,Southwest
567727026313101315,negative,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,Southwest
567726949049454592,negative,"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",Southwest
567725232203390977,positive,@SouthwestAir  Thank you.,Southwest
567724948375212032,negative,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",Southwest
567724266045837313,negative,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",Southwest
567723096186945538,positive,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,Southwest
567722664597286913,negative,@SouthwestAir has the WORST customer service of any airline I've ever flown.,Southwest
567722294680641538,negative,@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,Southwest
567721764285726720,neutral,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,Southwest
567721299162968065,negative,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. 😠 #frustrated!,Southwest
567720839408533504,positive,"@SouthwestAir Beautiful, thanks a ton!",Southwest
567720082860949504,negative,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,Southwest
567719199850496000,negative,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,Southwest
567719031634157568,negative,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,Southwest
567718653735731200,negative,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,Southwest
567717985092395008,neutral,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,Southwest
567717415367090176,negative,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays,Southwest
567715917983776772,negative,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,Southwest
567715682918227970,negative,@SouthwestAir Hoping you answer the phone today?,Southwest
567713338873118722,positive,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,Southwest
567702414157824000,negative,@SouthwestAir on hold for 2 hours and then you hung up 3 Cancelled Flightled flights. Running out of daycare for our kids who are trapped at home.,Southwest
567692251954827265,negative,@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,Southwest
567688411289755648,negative,@SouthwestAir flight was Cancelled Flightled and it won't let me rebook online. Wait time on phone is too long. Please help,Southwest
567688325276770306,neutral,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)",Southwest
567686758708817921,neutral,@SouthwestAir Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(,Southwest
567663504102940672,negative,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,Southwest
567655489119326209,positive,@SouthwestAir nice work on the update!,Southwest
567594449874587648,negative,"@SouthwestAir its cool that my bags take a bit longer, dont give me baggage blue balls-turn the carousel on, tell me it's coming, then not.",Southwest
570309308937842688,neutral,@JetBlue I hope so because I fly very often and would hate to change airlines.,Delta
570305363859406848,negative,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,Delta
570305098557091840,neutral,"@JetBlue update on Flight 462 would be appreciated when you have time, thanks",Delta
570304873620746240,neutral,@JetBlue check DM please :),Delta
570299924555956227,negative,@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,Delta
570296110633381889,neutral,"@JetBlue Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers",Delta
570295207763316736,negative,@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,Delta
570294460476760064,positive,@JetBlue thank you for the information.,Delta
570293674472558592,neutral,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,Delta
570292174044200963,negative,@JetBlue Cancelled Flighted my flight. Went with another airline 2 leave 2day. They Cancelled Flighted also. Called JetBlue &amp; got same flight but now $250 more👺,Delta
570291934306168834,neutral,@JetBlue sale please soon?? I need a tan,Delta
570291828349669378,neutral,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,Delta
570291817087930369,neutral,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",Delta
570291699731308545,negative,@JetBlue just wondering if the website is having issues today. Trying to book a flight with my visa I always use and its rejecting it.,Delta
570291473528320001,negative,"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",Delta
570288803849637888,positive,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,Delta
570287704728084480,positive,@JetBlue flight 117. proud to fly Jet Blue!,Delta
570287303681294337,neutral,"@JetBlue I'm not sure if you can do anything to help me with that, but if you can that'd be great.",Delta
570284988224008192,negative,@JetBlue Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,Delta
570284840752427008,negative,"@JetBlue can't book a flight because of outdated, forced opt-in ""Verified by Visa"" nonsense. Help a girl out? I just want to get to @sxsw",Delta
570280782373228544,neutral,@JetBlue Stop trying to make #fleek happen! #PointsMe,Delta
570280776849346561,negative,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,Delta
570280755085090816,positive,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places...",Delta
570278619416694784,positive,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),Delta
570277811795001344,negative,@JetBlue your wifi is a lie and i hate you,Delta
570277054635057153,negative,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",Delta
570276843812732928,positive,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,Delta
570273378403102720,neutral,@JetBlue flight 462 to Boston delayed due to weather in Tampa?,Delta
570267929322921985,neutral,"More like BaeJet Airways, amirite?

“@JetBlue: @terrybrokebad Right back at ya!”",Delta
570265811623002112,negative,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,Delta
570264515285266432,neutral,"@CatfoodBeerGlue you'll enjoy this. 

“@JetBlue: Our fleet's on fleek. http://t.co/2thC9RKURT”",Delta
570252044528959488,neutral,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,Delta
570251671265083393,neutral,@JetBlue thank you! Headed from LBC to OAK !,Delta
570251142942171136,positive,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,Delta
570246294582771712,positive,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",Delta
570246094157946880,neutral,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊",Delta
570244951914782721,positive,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place",Delta
570243767585935360,positive,@JetBlue Longing to look into the blue eyes. #firstlove,Delta
570242512012451840,positive,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,Delta
570239998383038464,neutral,@JetBlue  please start flying to Guyana soon,Delta
570239297456091136,neutral,@JetBlue just leave certain things to the kids.,Delta
570238126347714560,negative,@JetBlue Thank you for credits. However; I submitted complaints about the property on vacation package. Hope you listen!,Delta
570237343669608448,positive,@JetBlue Thank you very much!,Delta
570235244999270400,negative,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,Delta
570233869212856320,positive,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),Delta
570232676491202561,neutral,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,Delta
570232616755929088,positive,@JetBlue glad you like it. Feel free to steal it.,Delta
570231750959329280,positive,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.,Delta
570229813937463299,positive,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,Delta
570226143045033985,positive,@JetBlue Wish Everyone felt like you,Delta
570225899964129281,positive,@JetBlue sounds great! Thank you!! :),Delta
570222626712514560,positive,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue,Delta
570212129313316864,neutral,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,Delta
570212047692161025,neutral,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,Delta
570208115205021696,positive,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",Delta
570206077826039808,positive,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,Delta
570200546679726082,negative,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.,Delta
570199572435185664,negative,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.,Delta
570198289376677888,negative,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",Delta
570193464467570688,negative,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",Delta
570190438281248768,positive,@JetBlue great will do once I land in JFK,Delta
570184343857045504,negative,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,Delta
570173181727674368,negative,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,Delta
570102708734197760,negative,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,Delta
570095219091361792,positive,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",Delta
570088573598355456,positive,@JetBlue thanks so much!,Delta
570087324949864448,negative,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,Delta
570084632999428096,negative,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,Delta
570083380265689088,negative,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,Delta
570076673162543104,neutral,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man,Delta
570075711433609216,positive,@JetBlue That makes two of us! Lol #Blushing,Delta
570073705507725313,neutral,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,Delta
570073661241057280,positive,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,Delta
570073592848715776,negative,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps,Delta
570070740566990848,positive,@JetBlue #1680 Super smooth flight and landing. Nicely done.,Delta
570066859330019329,negative,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,Delta
570066554848743424,negative,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,Delta
570066245195829249,negative,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,Delta
570066166930145280,negative,@JetBlue - Definitely no note from whoever stole from me.,Delta
570063322449616896,negative,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,Delta
570060184908910592,negative,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",Delta
570059496300548096,negative,@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,Delta
570058565974675456,negative,@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,Delta
570051731033235456,neutral,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV,Delta
570050603851710464,neutral,@JetBlue I can't find a good photo of it... You got one? #goodnight,Delta
570049623697461248,positive,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",Delta
570049018820042752,positive,"@JetBlue I like "" Follow @JetBlue """,Delta
570048890466111488,negative,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,Delta
570042339575640066,negative,".@JetBlue Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly.",Delta
570037998773018624,negative,"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",Delta
570035525761011713,negative,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,Delta
570027259999821824,neutral,@JetBlue ok is I hope thy the Bahamas next,Delta
570021223482191873,neutral,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",Delta
570020255793352704,negative,"@JetBlue we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?",Delta
570012934287568898,positive,"@JetBlue Btw, thanks for responding quickly!!",Delta
570012000648081409,negative,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.,Delta
570011803389788160,neutral,"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU",Delta
570010882069151744,positive,@JetBlue you found my camera!  Thank you!  You rock!,Delta
570008005774860289,neutral,Alright... Someone has to stop this! RT @JetBlue: Our fleet's on fleek. http://t.co/lchVJoliDg,Delta
570002674747367424,positive,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.,Delta
570002509906837504,neutral,@JetBlue Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!,Delta
570001706676842497,negative,"Social agencies, this is why we can't have nice things. @JetBlue: Our fleet's on fleek. http://t.co/QRxz0bGbtq",Delta
570001191796678656,positive,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",Delta
569998019694866432,negative,“@JetBlue: Our fleet's on fleek. http://t.co/7iM9rHIvyR” Plz stop,Delta
569996141753802752,neutral,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW",Delta
569994012670734336,negative,@JetBlue @MrJustyn I heard companies were studying popular lingo for advertising but this is just depressing and embarrassing.,Delta
569993670482644992,negative,STOP @JetBlue,Delta
569992753649729536,negative,@jetblue any idea what caused the delay on flight 1316 FLL &gt; Jax ?,Delta
569990330227007488,neutral,"@JetBlue Im just saying change can be amazing, like Miami. 😉",Delta
569987608912142337,negative,@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-,Delta
569985299448795137,neutral,@JetBlue what's good with a Miami terminal?,Delta
569983421549834240,positive,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!",Delta
569983338880114688,positive,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.,Delta
569979057028227072,positive,“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this,Delta
569978537953902592,positive,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!",Delta
569977517945126912,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ,Delta
569977008077148161,negative,@JetBlue received a voucher but if you want to improve relations be up front with passengers.,Delta
569968565513625600,positive,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,Delta
569968023592943616,neutral,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",Delta
569967910417866752,positive,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,Delta
569967834203189248,negative,@JetBlue three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie,Delta
569967159549534208,negative,@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ,Delta
569966215621246976,negative,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag,Delta
569964286954618880,neutral,No they didn't -.- “@JetBlue: Our fleet's on fleek. http://t.co/58B7swRpmq”,Delta
569962417876131840,neutral,"@JetBlue CEO battles to appease passengers, investors - Toledo Blade http://t.co/R4xJXQRX1z",Delta
569961886046760961,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16” WTF 😂😂😂😂,Delta
569961185107431425,negative,"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”",Delta
569961170389618688,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,Delta
569959737246109696,negative,@JetBlue Not helping since there's a bunch of us trying to get off at the same time.,Delta
569959283934277633,neutral,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.,Delta
569959122331836416,positive,@JetBlue you guys operate a world class company and for that I thank you,Delta
569958349514485760,negative,@JetBlue we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.,Delta
569958127258497025,negative,"Sorry for unfollowing, @JetBlue",Delta
569957235033399297,negative,@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,Delta
569957094788624384,positive,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",Delta
569953847797530624,neutral,@JetBlue when can we start Flight Booking Problems flights for November?,Delta
569952605721337856,neutral,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,Delta
569952252087177216,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow,Delta
569951211471962112,positive,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,Delta
569950913554620416,negative,"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ",Delta
569950348908982273,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,Delta
569949297220980737,negative,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”,Delta
569949217843605504,negative,"Brands: Stop this shit. No, stop. RT @JetBlue Our fleet's on fleek. http://t.co/sKEbqKtxvX",Delta
569948710370717696,negative,This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,Delta
569948686228295681,positive,@JetBlue true. Maybe. Wish I had expedited security haha,Delta
569948353003446274,neutral,@JetBlue i hate the internet lol,Delta
569948225278480384,negative,"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22",Delta
569947699471974400,negative,I hate you all. RT @JetBlue: Our fleet's on fleek. http://t.co/uTdfqF5WPA,Delta
569947514633191424,negative,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,Delta
569947389383065600,negative,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”",Delta
569946372901707776,negative,@JetBlue @TatianaKing @thewayoftheid I feel only a few free travel vouchers will assuage my indignation.,Delta
569941344053018625,negative,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,Delta
569940998035345408,negative,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!,Delta
569939966584852480,negative,@JetBlue @martysg Spoke to Corp. Customer Support already.  Shame.  Probably a reasonable and cheaper resolution to be had.  Regards,Delta
569939932191559680,neutral,@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..,Delta
569939532096925697,neutral,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,Delta
569939494465462272,negative,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?,Delta
569938880495026176,positive,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀,Delta
569938845111848961,neutral,Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,Delta
569938796986433537,negative,@JetBlue I'm sick of y'all.,Delta
569938470824574976,positive,“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow,Delta
569937767775510530,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao,Delta
569937408013176832,negative,“@JetBlue: Our fleet's on fleek. http://t.co/5xGnyHGAFz” this is what I hate,Delta
569935918225711105,negative,No no no bad airline bad! *bops you with newspaper* “@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”,Delta
569934048346251264,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/RkwugmanM9” lmao you know a white person said this,Delta
569929677571166208,negative,Do less please @JetBlue,Delta
569929507945234433,positive,@JetBlue my family and I are excited to see you too😊😊,Delta
569929075894194176,negative,“@JetBlue: Our fleet's on fleek. http://t.co/8o3SCR5EFW” smh yall expect me to trust a childish airline with my life? #Nah,Delta
569928989231353857,positive,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets",Delta
569927856232534016,neutral,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,Delta
569927299908444160,negative,.@JetBlue this is enough for me to stop flying JetBlue.,Delta
569927035524681728,negative,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️",Delta
569926688244703232,negative,“@JetBlue: Our fleet's on fleek. http://t.co/yZH4ZRQM0i” really JetBlue? #fleek?!!! 😂😂😂 hell no... Yall petty,Delta
569926659219922944,positive,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM,Delta
569925929713188864,positive,"@JetBlue lmfao, i love it",Delta
569925511394119680,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?,Delta
569925190236442624,negative,"But, are your flight attendants fucking tho? RT @JetBlue: Our fleet's on fleek. http://t.co/wGYzTnjCXm",Delta
569925187757592576,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/2UaICFJRmS” no way,Delta
569924654401495040,negative,@JetBlue no. Please stop.,Delta
569924375723560961,neutral,Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”,Delta
569924145380634624,positive,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,Delta
569924101080535042,neutral,"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",Delta
569923825179054081,positive,@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.,Delta
569923685848653824,positive,@JetBlue Looking cool,Delta
569921385100750849,negative,@JetBlue Sure did go south after breakfast though! Delayed three hours. :( :( :(,Delta
569920656621465601,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/IMVMpnQXAI,Delta
569920515542003712,positive,@JetBlue thank you. Appreciate that!!,Delta
569911600934752256,positive,"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",Delta
569909756493746176,negative,@JetBlue great job getting flight 28 in 10 minutes early. Too bad we're at 50 minutes and counting waiting for our bags.,Delta
569908792776892416,neutral,"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!",Delta
569905884425383936,negative,"@JetBlue I believe it's Irina. On the flip-side, super disappointed that EatUp Cafe isn't available on this BOS --&gt; SFO flight today.",Delta
569905336380989440,negative,"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.",Delta
569904537739382784,positive,"@JetBlue good to know, thanks so much!",Delta
569902181366820864,negative,@JetBlue Unhappy with 4 hour delayed flight.. Missed dinner,Delta
569899437662863360,positive,@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,Delta
569898995327377408,neutral,"@JetBlue Hey friends! Stupid question - Can I split payment methods for a flight purchase? Example: 1/2 debit card, 1/2 BillMeLate Flightr? Thanks!",Delta
569894640675102722,negative,"@JetBlue  Called JB 3 times!Everytime, Auto Vmsg:""your wait time should not be longer than 9 mins"" waited longer than 18 mins and no answer!",Delta
569892980712013824,positive,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks,Delta
569890600474021889,neutral,@JetBlue I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...,Delta
569890099917246464,positive,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!",Delta
569890084893413376,neutral,@JetBlue I would like the actual email address so I can follow up. thank you.,Delta
569889846472409088,neutral,@JetBlue ...and when did your legal department start running your social media channels?,Delta
569888931443052544,negative,"@JetBlue Thank you, but that isn't really responding to my request, is it? You are sending me into a generic environment on your site.",Delta
569888183409893377,neutral,"@JetBlue I know there's no actual 'mile high' club, but surely there's something I can join ;-)",Delta
569885859954229248,negative,"@JetBlue I would like to communicate directly with a ""Customer Experience"" executive. Does Joanna Geraghty have an email address?",Delta
569884951207813122,neutral,@JetBlue will you Cancelled Flight tonight's 7 pm out of DFW to BOS? #weather,Delta
569883383930621952,positive,@jetblue thanks,Delta
569879547908206592,positive,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,Delta
569877622869663744,positive,@JetBlue thank you!!,Delta
569877431227686912,negative,@JetBlue  any effort to fix your points system? 11 days and a call to customer service and still no account update. Chasing points is no fun,Delta
569876427270701056,negative,"@JetBlue I tried! Had me running from curb-side to self-check &amp; wasting even more time. Ended up Flight Booking Problems United for $$$, am so upset",Delta
569874374741925889,negative,@JetBlue keeps getting better. No water on the plane.,Delta
569873065464573952,positive,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks,Delta
569870480993181698,negative,@JetBlue I don't want JetBlue +TV. I want JetBlue +WIFI :(((,Delta
